Heart_rate_variability_ms,Sleep_Stage,Group_Label,Group_Type
39.0,Deep,Above Normal (>20%),Above Normal
39.0,Deep,Above Normal (>20%),Above Normal
63.0,Deep,Normal (10–20%),Normal
70.0,Deep,Below Normal (<10%),Below Normal
57.0,Deep,Normal (10–20%),Normal
57.0,Deep,Normal (10–20%),Normal
40.0,Deep,Normal (10–20%),Normal
80.0,Deep,Normal (10–20%),Normal
80.0,Deep,Normal (10–20%),Normal
44.0,Deep,Normal (10–20%),Normal
44.0,Deep,Normal (10–20%),Normal
44.0,Deep,Normal (10–20%),Normal
50.0,Deep,Above Normal (>20%),Above Normal
86.0,Deep,Normal (10–20%),Normal
86.0,Deep,Normal (10–20%),Normal
32.0,Deep,Above Normal (>20%),Above Normal
50.0,Deep,Normal (10–20%),Normal
50.0,Deep,Normal (10–20%),Normal
50.0,Deep,Normal (10–20%),Normal
50.0,Deep,Normal (10–20%),Normal
72.0,Deep,Normal (10–20%),Normal
54.0,Deep,Normal (10–20%),Normal
34.0,Deep,Above Normal (>20%),Above Normal
20.0,Deep,Above Normal (>20%),Above Normal
63.0,Deep,Normal (10–20%),Normal
48.0,Deep,Normal (10–20%),Normal
48.0,Deep,Normal (10–20%),Normal
79.0,Deep,Above Normal (>20%),Above Normal
79.0,Deep,Above Normal (>20%),Above Normal
37.0,Deep,Above Normal (>20%),Above Normal
50.0,Deep,Normal (10–20%),Normal
50.0,Deep,Normal (10–20%),Normal
50.0,Deep,Normal (10–20%),Normal
84.0,Deep,Normal (10–20%),Normal
67.0,Deep,Normal (10–20%),Normal
30.0,Deep,Normal (10–20%),Normal
52.0,Deep,Normal (10–20%),Normal
52.0,Deep,Normal (10–20%),Normal
52.0,Deep,Normal (10–20%),Normal
52.0,Deep,Normal (10–20%),Normal
52.0,Deep,Normal (10–20%),Normal
52.0,Deep,Normal (10–20%),Normal
44.0,Deep,Above Normal (>20%),Above Normal
44.0,Deep,Above Normal (>20%),Above Normal
69.0,Deep,Normal (10–20%),Normal
72.0,Deep,Normal (10–20%),Normal
48.0,Deep,Normal (10–20%),Normal
30.0,Deep,Above Normal (>20%),Above Normal
92.0,Deep,Normal (10–20%),Normal
60.0,Deep,Normal (10–20%),Normal
40.0,Deep,Normal (10–20%),Normal
101.0,Deep,Normal (10–20%),Normal
44.0,Deep,Above Normal (>20%),Above Normal
28.0,Deep,Normal (10–20%),Normal
35.0,Deep,Above Normal (>20%),Above Normal
95.0,Deep,Normal (10–20%),Normal
34.0,Deep,Normal (10–20%),Normal
77.0,Deep,Above Normal (>20%),Above Normal
49.0,Deep,Normal (10–20%),Normal
49.0,Deep,Normal (10–20%),Normal
49.0,Deep,Normal (10–20%),Normal
49.0,Deep,Normal (10–20%),Normal
70.0,Deep,Normal (10–20%),Normal
39.0,Deep,Normal (10–20%),Normal
60.0,Deep,Normal (10–20%),Normal
88.0,Deep,Normal (10–20%),Normal
88.0,Deep,Normal (10–20%),Normal
43.0,Deep,Above Normal (>20%),Above Normal
66.0,Deep,Normal (10–20%),Normal
66.0,Deep,Normal (10–20%),Normal
79.0,Deep,Normal (10–20%),Normal
56.0,Deep,Normal (10–20%),Normal
56.0,Deep,Normal (10–20%),Normal
31.0,Deep,Above Normal (>20%),Above Normal
46.0,Deep,Above Normal (>20%),Above Normal
46.0,Deep,Above Normal (>20%),Above Normal
71.0,Deep,Normal (10–20%),Normal
56.0,Deep,Normal (10–20%),Normal
56.0,Deep,Normal (10–20%),Normal
56.0,Deep,Normal (10–20%),Normal
67.0,Deep,Above Normal (>20%),Above Normal
58.0,Deep,Normal (10–20%),Normal
38.0,Deep,Above Normal (>20%),Above Normal
35.0,Deep,Normal (10–20%),Normal
49.0,Deep,Above Normal (>20%),Above Normal
49.0,Deep,Above Normal (>20%),Above Normal
64.0,Deep,Normal (10–20%),Normal
64.0,Deep,Normal (10–20%),Normal
42.0,Deep,Normal (10–20%),Normal
63.0,Deep,Normal (10–20%),Normal
40.0,Deep,Above Normal (>20%),Above Normal
80.0,Deep,Normal (10–20%),Normal
80.0,Deep,Normal (10–20%),Normal
46.0,Deep,Above Normal (>20%),Above Normal
55.0,Deep,Below Normal (<10%),Below Normal
55.0,Deep,Below Normal (<10%),Below Normal
86.0,Deep,Above Normal (>20%),Above Normal
51.0,Deep,Above Normal (>20%),Above Normal
51.0,Deep,Above Normal (>20%),Above Normal
36.0,Deep,Above Normal (>20%),Above Normal
79.0,Deep,Normal (10–20%),Normal
79.0,Deep,Normal (10–20%),Normal
79.0,Deep,Normal (10–20%),Normal
58.0,Deep,Normal (10–20%),Normal
40.0,Deep,Above Normal (>20%),Above Normal
71.0,Deep,Normal (10–20%),Normal
71.0,Deep,Normal (10–20%),Normal
62.0,Deep,Normal (10–20%),Normal
62.0,Deep,Normal (10–20%),Normal
62.0,Deep,Normal (10–20%),Normal
48.0,Deep,Above Normal (>20%),Above Normal
71.0,Deep,Normal (10–20%),Normal
48.0,Deep,Normal (10–20%),Normal
72.0,Deep,Normal (10–20%),Normal
72.0,Deep,Normal (10–20%),Normal
30.0,Deep,Above Normal (>20%),Above Normal
57.0,Deep,Above Normal (>20%),Above Normal
34.0,Deep,Above Normal (>20%),Above Normal
78.0,Deep,Above Normal (>20%),Above Normal
63.0,Deep,Normal (10–20%),Normal
22.0,Deep,Above Normal (>20%),Above Normal
50.0,Deep,Normal (10–20%),Normal
77.0,Deep,Normal (10–20%),Normal
77.0,Deep,Normal (10–20%),Normal
77.0,Deep,Normal (10–20%),Normal
51.0,Deep,Above Normal (>20%),Above Normal
100.0,Deep,Normal (10–20%),Normal
56.0,Deep,Above Normal (>20%),Above Normal
54.0,Deep,Above Normal (>20%),Above Normal
61.0,Deep,Normal (10–20%),Normal
61.0,Deep,Normal (10–20%),Normal
45.0,Deep,Normal (10–20%),Normal
47.0,Deep,Below Normal (<10%),Below Normal
59.0,Deep,Above Normal (>20%),Above Normal
59.0,Deep,Above Normal (>20%),Above Normal
59.0,Deep,Above Normal (>20%),Above Normal
51.0,Deep,Normal (10–20%),Normal
49.0,Deep,Normal (10–20%),Normal
49.0,Deep,Normal (10–20%),Normal
49.0,Deep,Normal (10–20%),Normal
79.0,Deep,Normal (10–20%),Normal
79.0,Deep,Normal (10–20%),Normal
79.0,Deep,Normal (10–20%),Normal
40.0,Deep,Above Normal (>20%),Above Normal
40.0,Deep,Above Normal (>20%),Above Normal
40.0,Deep,Above Normal (>20%),Above Normal
37.0,Deep,Normal (10–20%),Normal
49.0,Deep,Normal (10–20%),Normal
27.0,Deep,Below Normal (<10%),Below Normal
78.0,Deep,Normal (10–20%),Normal
81.0,Deep,Normal (10–20%),Normal
81.0,Deep,Normal (10–20%),Normal
81.0,Deep,Normal (10–20%),Normal
69.0,Deep,Below Normal (<10%),Below Normal
69.0,Deep,Below Normal (<10%),Below Normal
50.0,Deep,Normal (10–20%),Normal
68.0,Deep,Normal (10–20%),Normal
68.0,Deep,Normal (10–20%),Normal
45.0,Deep,Above Normal (>20%),Above Normal
67.0,Deep,Normal (10–20%),Normal
39.0,Deep,Above Normal (>20%),Above Normal
73.0,Deep,Normal (10–20%),Normal
51.0,Deep,Normal (10–20%),Normal
51.0,Deep,Normal (10–20%),Normal
51.0,Deep,Normal (10–20%),Normal
51.0,Deep,Normal (10–20%),Normal
81.0,Deep,Normal (10–20%),Normal
81.0,Deep,Normal (10–20%),Normal
81.0,Deep,Normal (10–20%),Normal
52.0,Deep,Normal (10–20%),Normal
43.0,Deep,Above Normal (>20%),Above Normal
43.0,Deep,Above Normal (>20%),Above Normal
77.0,Deep,Normal (10–20%),Normal
77.0,Deep,Normal (10–20%),Normal
49.0,Deep,Normal (10–20%),Normal
49.0,Deep,Normal (10–20%),Normal
67.0,Deep,Normal (10–20%),Normal
67.0,Deep,Normal (10–20%),Normal
54.0,Deep,Normal (10–20%),Normal
54.0,Deep,Normal (10–20%),Normal
54.0,Deep,Normal (10–20%),Normal
61.0,Deep,Above Normal (>20%),Above Normal
61.0,Deep,Above Normal (>20%),Above Normal
58.0,Deep,Normal (10–20%),Normal
76.0,Deep,Normal (10–20%),Normal
39.0,Deep,Normal (10–20%),Normal
35.0,Deep,Normal (10–20%),Normal
48.0,Deep,Above Normal (>20%),Above Normal
62.0,Deep,Normal (10–20%),Normal
62.0,Deep,Normal (10–20%),Normal
69.0,Deep,Normal (10–20%),Normal
63.0,Deep,Normal (10–20%),Normal
63.0,Deep,Normal (10–20%),Normal
73.0,Deep,Normal (10–20%),Normal
47.0,Deep,Above Normal (>20%),Above Normal
40.0,Deep,Above Normal (>20%),Above Normal
65.0,Deep,Below Normal (<10%),Below Normal
56.0,Deep,Normal (10–20%),Normal
56.0,Deep,Normal (10–20%),Normal
56.0,Deep,Normal (10–20%),Normal
56.0,Deep,Normal (10–20%),Normal
56.0,Deep,Normal (10–20%),Normal
74.0,Deep,Normal (10–20%),Normal
74.0,Deep,Normal (10–20%),Normal
59.0,Deep,Above Normal (>20%),Above Normal
41.0,Deep,Above Normal (>20%),Above Normal
85.0,Deep,Normal (10–20%),Normal
85.0,Deep,Normal (10–20%),Normal
44.0,Deep,Above Normal (>20%),Above Normal
56.0,Deep,Normal (10–20%),Normal
66.0,Deep,Normal (10–20%),Normal
66.0,Deep,Normal (10–20%),Normal
32.0,Deep,Above Normal (>20%),Above Normal
53.0,Deep,Normal (10–20%),Normal
67.0,Deep,Above Normal (>20%),Above Normal
58.0,Deep,Above Normal (>20%),Above Normal
54.0,Deep,Normal (10–20%),Normal
60.0,Deep,Above Normal (>20%),Above Normal
60.0,Deep,Above Normal (>20%),Above Normal
52.0,Deep,Normal (10–20%),Normal
56.0,Deep,Normal (10–20%),Normal
60.0,Deep,Above Normal (>20%),Above Normal
48.0,Deep,Normal (10–20%),Normal
76.0,Deep,Normal (10–20%),Normal
55.0,Deep,Above Normal (>20%),Above Normal
57.0,Deep,Normal (10–20%),Normal
69.0,Deep,Normal (10–20%),Normal
53.0,Deep,Normal (10–20%),Normal
38.0,Deep,Above Normal (>20%),Above Normal
67.0,Deep,Normal (10–20%),Normal
49.0,Deep,Above Normal (>20%),Above Normal
49.0,Deep,Above Normal (>20%),Above Normal
61.0,Deep,Normal (10–20%),Normal
60.0,Deep,Normal (10–20%),Normal
60.0,Deep,Normal (10–20%),Normal
61.0,Deep,Normal (10–20%),Normal
32.0,Deep,Normal (10–20%),Normal
65.0,Deep,Normal (10–20%),Normal
56.0,Deep,Normal (10–20%),Normal
36.0,Deep,Normal (10–20%),Normal
56.0,Deep,Normal (10–20%),Normal
69.0,Deep,Normal (10–20%),Normal
40.0,Deep,Above Normal (>20%),Above Normal
77.0,Deep,Above Normal (>20%),Above Normal
77.0,Deep,Above Normal (>20%),Above Normal
66.0,Deep,Normal (10–20%),Normal
55.0,Deep,Above Normal (>20%),Above Normal
74.0,Deep,Normal (10–20%),Normal
74.0,Deep,Normal (10–20%),Normal
57.0,Deep,Normal (10–20%),Normal
80.0,Deep,Below Normal (<10%),Below Normal
80.0,Deep,Below Normal (<10%),Below Normal
50.0,Deep,Above Normal (>20%),Above Normal
81.0,Deep,Normal (10–20%),Normal
81.0,Deep,Normal (10–20%),Normal
63.0,Deep,Normal (10–20%),Normal
31.0,Deep,Above Normal (>20%),Above Normal
33.0,Deep,Above Normal (>20%),Above Normal
70.0,Deep,Above Normal (>20%),Above Normal
70.0,Deep,Above Normal (>20%),Above Normal
43.0,Deep,Above Normal (>20%),Above Normal
56.0,Deep,Above Normal (>20%),Above Normal
20.0,Deep,Above Normal (>20%),Above Normal
29.0,Deep,Above Normal (>20%),Above Normal
63.0,Deep,Normal (10–20%),Normal
55.0,Deep,Normal (10–20%),Normal
41.0,Deep,Above Normal (>20%),Above Normal
34.0,Deep,Normal (10–20%),Normal
56.0,Deep,Normal (10–20%),Normal
74.0,Deep,Above Normal (>20%),Above Normal
62.0,Deep,Normal (10–20%),Normal
59.0,Deep,Normal (10–20%),Normal
35.0,Deep,Above Normal (>20%),Above Normal
69.0,Deep,Below Normal (<10%),Below Normal
54.0,Deep,Above Normal (>20%),Above Normal
44.0,Deep,Normal (10–20%),Normal
67.0,Deep,Above Normal (>20%),Above Normal
67.0,Deep,Above Normal (>20%),Above Normal
66.0,Deep,Above Normal (>20%),Above Normal
34.0,Deep,Above Normal (>20%),Above Normal
57.0,Deep,Normal (10–20%),Normal
67.0,Deep,Normal (10–20%),Normal
74.0,Deep,Normal (10–20%),Normal
51.0,Deep,Normal (10–20%),Normal
77.0,Deep,Below Normal (<10%),Below Normal
77.0,Deep,Below Normal (<10%),Below Normal
63.0,Deep,Normal (10–20%),Normal
40.0,Deep,Normal (10–20%),Normal
94.0,Deep,Above Normal (>20%),Above Normal
49.0,Deep,Normal (10–20%),Normal
35.0,Deep,Normal (10–20%),Normal
56.0,Deep,Normal (10–20%),Normal
56.0,Deep,Normal (10–20%),Normal
38.0,Deep,Above Normal (>20%),Above Normal
73.0,Deep,Above Normal (>20%),Above Normal
73.0,Deep,Above Normal (>20%),Above Normal
79.0,Deep,Above Normal (>20%),Above Normal
37.0,Deep,Normal (10–20%),Normal
29.0,Deep,Above Normal (>20%),Above Normal
78.0,Deep,Normal (10–20%),Normal
78.0,Deep,Normal (10–20%),Normal
61.0,Deep,Normal (10–20%),Normal
50.0,Deep,Normal (10–20%),Normal
69.0,Deep,Above Normal (>20%),Above Normal
82.0,Deep,Normal (10–20%),Normal
52.0,Deep,Normal (10–20%),Normal
83.0,Deep,Normal (10–20%),Normal
57.0,Deep,Above Normal (>20%),Above Normal
65.0,Deep,Below Normal (<10%),Below Normal
53.0,Deep,Above Normal (>20%),Above Normal
37.0,Deep,Above Normal (>20%),Above Normal
70.0,Deep,Above Normal (>20%),Above Normal
55.0,Deep,Normal (10–20%),Normal
42.0,Deep,Above Normal (>20%),Above Normal
81.0,Deep,Normal (10–20%),Normal
81.0,Deep,Normal (10–20%),Normal
50.0,Deep,Normal (10–20%),Normal
53.0,Deep,Above Normal (>20%),Above Normal
42.0,Deep,Normal (10–20%),Normal
80.0,Deep,Normal (10–20%),Normal
39.0,Deep,Above Normal (>20%),Above Normal
59.0,Deep,Normal (10–20%),Normal
25.0,Deep,Above Normal (>20%),Above Normal
66.0,Deep,Normal (10–20%),Normal
57.0,Deep,Normal (10–20%),Normal
47.0,Deep,Above Normal (>20%),Above Normal
48.0,Deep,Above Normal (>20%),Above Normal
67.0,Deep,Normal (10–20%),Normal
82.0,Deep,Above Normal (>20%),Above Normal
94.0,Deep,Above Normal (>20%),Above Normal
43.0,Deep,Below Normal (<10%),Below Normal
58.0,Deep,Above Normal (>20%),Above Normal
94.0,Deep,Normal (10–20%),Normal
49.0,Deep,Normal (10–20%),Normal
59.0,Deep,Above Normal (>20%),Above Normal
59.0,Deep,Above Normal (>20%),Above Normal
42.0,Deep,Normal (10–20%),Normal
90.0,Deep,Normal (10–20%),Normal
90.0,Deep,Normal (10–20%),Normal
37.0,Deep,Above Normal (>20%),Above Normal
51.0,Deep,Normal (10–20%),Normal
78.0,Deep,Normal (10–20%),Normal
78.0,Deep,Normal (10–20%),Normal
78.0,Deep,Normal (10–20%),Normal
29.0,Deep,Above Normal (>20%),Above Normal
29.0,Deep,Above Normal (>20%),Above Normal
43.0,Deep,Normal (10–20%),Normal
43.0,Deep,Normal (10–20%),Normal
58.0,Deep,Normal (10–20%),Normal
84.0,Deep,Normal (10–20%),Normal
38.0,Deep,Normal (10–20%),Normal
50.0,Deep,Normal (10–20%),Normal
57.0,Deep,Normal (10–20%),Normal
35.0,Deep,Normal (10–20%),Normal
72.0,Deep,Normal (10–20%),Normal
72.0,Deep,Normal (10–20%),Normal
51.0,Deep,Below Normal (<10%),Below Normal
61.0,Deep,Above Normal (>20%),Above Normal
86.0,Deep,Normal (10–20%),Normal
23.0,Deep,Above Normal (>20%),Above Normal
69.0,Deep,Normal (10–20%),Normal
69.0,Deep,Normal (10–20%),Normal
61.0,Deep,Normal (10–20%),Normal
85.0,Deep,Normal (10–20%),Normal
85.0,Deep,Normal (10–20%),Normal
27.0,Deep,Normal (10–20%),Normal
60.0,Deep,Normal (10–20%),Normal
65.0,Deep,Normal (10–20%),Normal
87.0,Deep,Normal (10–20%),Normal
27.0,Deep,Above Normal (>20%),Above Normal
27.0,Deep,Above Normal (>20%),Above Normal
27.0,Deep,Above Normal (>20%),Above Normal
62.0,Deep,Normal (10–20%),Normal
60.0,Deep,Above Normal (>20%),Above Normal
76.0,Deep,Normal (10–20%),Normal
76.0,Deep,Normal (10–20%),Normal
76.0,Deep,Normal (10–20%),Normal
76.0,Deep,Normal (10–20%),Normal
33.0,Deep,Above Normal (>20%),Above Normal
48.0,Deep,Normal (10–20%),Normal
39.0,Deep,Normal (10–20%),Normal
83.0,Deep,Normal (10–20%),Normal
83.0,Deep,Normal (10–20%),Normal
83.0,Deep,Normal (10–20%),Normal
29.0,Deep,Normal (10–20%),Normal
45.0,Deep,Normal (10–20%),Normal
45.0,Deep,Normal (10–20%),Normal
49.0,Deep,Normal (10–20%),Normal
88.0,Deep,Normal (10–20%),Normal
88.0,Deep,Normal (10–20%),Normal
27.0,Deep,Normal (10–20%),Normal
46.0,Deep,Normal (10–20%),Normal
58.0,Deep,Above Normal (>20%),Above Normal
58.0,Deep,Above Normal (>20%),Above Normal
78.0,Deep,Above Normal (>20%),Above Normal
38.0,Deep,Normal (10–20%),Normal
35.0,Deep,Above Normal (>20%),Above Normal
32.0,Deep,Above Normal (>20%),Above Normal
37.0,Deep,Above Normal (>20%),Above Normal
77.0,Deep,Above Normal (>20%),Above Normal
77.0,Deep,Above Normal (>20%),Above Normal
16.0,Deep,Above Normal (>20%),Above Normal
97.0,Deep,Normal (10–20%),Normal
97.0,Deep,Normal (10–20%),Normal
97.0,Deep,Normal (10–20%),Normal
50.0,Deep,Normal (10–20%),Normal
36.0,Deep,Above Normal (>20%),Above Normal
58.0,Deep,Below Normal (<10%),Below Normal
90.0,Deep,Above Normal (>20%),Above Normal
90.0,Deep,Above Normal (>20%),Above Normal
42.0,Deep,Normal (10–20%),Normal
42.0,Deep,Normal (10–20%),Normal
44.0,Deep,Normal (10–20%),Normal
51.0,Deep,Below Normal (<10%),Below Normal
76.0,Deep,Normal (10–20%),Normal
44.0,Deep,Normal (10–20%),Normal
44.0,Deep,Normal (10–20%),Normal
43.0,Deep,Above Normal (>20%),Above Normal
73.0,Deep,Normal (10–20%),Normal
73.0,Deep,Normal (10–20%),Normal
33.0,Deep,Normal (10–20%),Normal
35.0,Deep,Above Normal (>20%),Above Normal
80.0,Deep,Normal (10–20%),Normal
80.0,Deep,Normal (10–20%),Normal
32.0,Deep,Normal (10–20%),Normal
38.0,Deep,Above Normal (>20%),Above Normal
92.0,Deep,Normal (10–20%),Normal
92.0,Deep,Normal (10–20%),Normal
46.0,Deep,Above Normal (>20%),Above Normal
36.0,Deep,Above Normal (>20%),Above Normal
25.0,Deep,Normal (10–20%),Normal
53.0,Deep,Normal (10–20%),Normal
83.0,Deep,Normal (10–20%),Normal
83.0,Deep,Normal (10–20%),Normal
42.0,Deep,Above Normal (>20%),Above Normal
33.0,Deep,Normal (10–20%),Normal
82.0,Deep,Normal (10–20%),Normal
82.0,Deep,Normal (10–20%),Normal
53.0,Deep,Above Normal (>20%),Above Normal
41.0,Deep,Normal (10–20%),Normal
82.0,Deep,Normal (10–20%),Normal
82.0,Deep,Normal (10–20%),Normal
94.0,Deep,Normal (10–20%),Normal
94.0,Deep,Normal (10–20%),Normal
94.0,Deep,Normal (10–20%),Normal
41.0,Deep,Above Normal (>20%),Above Normal
52.0,Deep,Normal (10–20%),Normal
42.0,Deep,Above Normal (>20%),Above Normal
39.0,Deep,Above Normal (>20%),Above Normal
39.0,Deep,Normal (10–20%),Normal
89.0,Deep,Normal (10–20%),Normal
69.0,Deep,Normal (10–20%),Normal
84.0,Deep,Normal (10–20%),Normal
48.0,Deep,Above Normal (>20%),Above Normal
46.0,Deep,Normal (10–20%),Normal
41.0,Deep,Above Normal (>20%),Above Normal
55.0,Deep,Above Normal (>20%),Above Normal
89.0,Deep,Normal (10–20%),Normal
42.0,Deep,Normal (10–20%),Normal
40.0,Deep,Above Normal (>20%),Above Normal
57.0,Deep,Normal (10–20%),Normal
57.0,Deep,Normal (10–20%),Normal
85.0,Deep,Normal (10–20%),Normal
42.0,Deep,Normal (10–20%),Normal
47.0,Deep,Normal (10–20%),Normal
77.0,Deep,Above Normal (>20%),Above Normal
77.0,Deep,Above Normal (>20%),Above Normal
42.0,Deep,Above Normal (>20%),Above Normal
67.0,Deep,Normal (10–20%),Normal
67.0,Deep,Normal (10–20%),Normal
55.0,Deep,Normal (10–20%),Normal
43.0,Deep,Normal (10–20%),Normal
67.0,Deep,Below Normal (<10%),Below Normal
53.0,Deep,Normal (10–20%),Normal
40.0,Deep,Normal (10–20%),Normal
63.0,Deep,Above Normal (>20%),Above Normal
50.0,Deep,Below Normal (<10%),Below Normal
37.0,Deep,Above Normal (>20%),Above Normal
37.0,Deep,Above Normal (>20%),Above Normal
61.0,Deep,Below Normal (<10%),Below Normal
61.0,Deep,Below Normal (<10%),Below Normal
47.0,Deep,Below Normal (<10%),Below Normal
42.0,Deep,Above Normal (>20%),Above Normal
42.0,Deep,Above Normal (>20%),Above Normal
63.0,Deep,Normal (10–20%),Normal
42.0,Deep,Normal (10–20%),Normal
55.0,Deep,Above Normal (>20%),Above Normal
52.0,Deep,Above Normal (>20%),Above Normal
52.0,Deep,Normal (10–20%),Normal
59.0,Deep,Normal (10–20%),Normal
59.0,Deep,Normal (10–20%),Normal
59.0,Deep,Normal (10–20%),Normal
43.0,Deep,Above Normal (>20%),Above Normal
52.0,Deep,Below Normal (<10%),Below Normal
63.0,Deep,Normal (10–20%),Normal
63.0,Deep,Normal (10–20%),Normal
63.0,Deep,Normal (10–20%),Normal
47.0,Deep,Below Normal (<10%),Below Normal
43.0,Deep,Above Normal (>20%),Above Normal
83.0,Deep,Normal (10–20%),Normal
45.0,Deep,Normal (10–20%),Normal
37.0,Deep,Above Normal (>20%),Above Normal
64.0,Deep,Normal (10–20%),Normal
38.0,Deep,Above Normal (>20%),Above Normal
51.0,Deep,Normal (10–20%),Normal
52.0,Deep,Normal (10–20%),Normal
52.0,Deep,Normal (10–20%),Normal
52.0,Deep,Normal (10–20%),Normal
69.0,Deep,Normal (10–20%),Normal
69.0,Deep,Normal (10–20%),Normal
43.0,Deep,Above Normal (>20%),Above Normal
49.0,Deep,Above Normal (>20%),Above Normal
78.0,Deep,Normal (10–20%),Normal
59.0,Deep,Normal (10–20%),Normal
37.0,Deep,Above Normal (>20%),Above Normal
47.0,Deep,Above Normal (>20%),Above Normal
52.0,Deep,Normal (10–20%),Normal
52.0,Deep,Normal (10–20%),Normal
31.0,Deep,Normal (10–20%),Normal
53.0,Deep,Above Normal (>20%),Above Normal
62.0,Deep,Above Normal (>20%),Above Normal
45.0,Deep,Normal (10–20%),Normal
45.0,Deep,Normal (10–20%),Normal
45.0,Deep,Normal (10–20%),Normal
64.0,Deep,Above Normal (>20%),Above Normal
51.0,Deep,Above Normal (>20%),Above Normal
39.0,Deep,Above Normal (>20%),Above Normal
64.0,Deep,Above Normal (>20%),Above Normal
64.0,Deep,Above Normal (>20%),Above Normal
58.0,Deep,Normal (10–20%),Normal
52.0,Deep,Above Normal (>20%),Above Normal
64.0,Deep,Normal (10–20%),Normal
59.0,Deep,Normal (10–20%),Normal
60.0,Deep,Above Normal (>20%),Above Normal
65.0,Deep,Normal (10–20%),Normal
65.0,Deep,Normal (10–20%),Normal
65.0,Deep,Normal (10–20%),Normal
46.0,Deep,Normal (10–20%),Normal
39.0,Deep,Above Normal (>20%),Above Normal
39.0,Deep,Above Normal (>20%),Above Normal
57.0,Deep,Normal (10–20%),Normal
78.0,Deep,Normal (10–20%),Normal
78.0,Deep,Normal (10–20%),Normal
78.0,Deep,Normal (10–20%),Normal
50.0,Deep,Normal (10–20%),Normal
41.0,Deep,Above Normal (>20%),Above Normal
52.0,Deep,Normal (10–20%),Normal
70.0,Deep,Above Normal (>20%),Above Normal
54.0,Deep,Below Normal (<10%),Below Normal
36.0,Deep,Above Normal (>20%),Above Normal
66.0,Deep,Normal (10–20%),Normal
66.0,Deep,Normal (10–20%),Normal
47.0,Deep,Normal (10–20%),Normal
38.0,Deep,Above Normal (>20%),Above Normal
47.0,Deep,Above Normal (>20%),Above Normal
45.0,Deep,Above Normal (>20%),Above Normal
56.0,Deep,Below Normal (<10%),Below Normal
64.0,Deep,Normal (10–20%),Normal
64.0,Deep,Normal (10–20%),Normal
73.0,Deep,Normal (10–20%),Normal
73.0,Deep,Normal (10–20%),Normal
73.0,Deep,Normal (10–20%),Normal
73.0,Deep,Normal (10–20%),Normal
42.0,Deep,Above Normal (>20%),Above Normal
42.0,Deep,Above Normal (>20%),Above Normal
46.0,Deep,Normal (10–20%),Normal
60.0,Deep,Above Normal (>20%),Above Normal
28.0,Deep,Normal (10–20%),Normal
72.0,Deep,Normal (10–20%),Normal
44.0,Deep,Normal (10–20%),Normal
44.0,Deep,Normal (10–20%),Normal
44.0,Deep,Normal (10–20%),Normal
45.0,Deep,Above Normal (>20%),Above Normal
49.0,Deep,Normal (10–20%),Normal
75.0,Deep,Above Normal (>20%),Above Normal
75.0,Deep,Above Normal (>20%),Above Normal
75.0,Deep,Above Normal (>20%),Above Normal
75.0,Deep,Above Normal (>20%),Above Normal
43.0,Deep,Normal (10–20%),Normal
40.0,Deep,Normal (10–20%),Normal
40.0,Deep,Normal (10–20%),Normal
67.0,Deep,Below Normal (<10%),Below Normal
67.0,Deep,Below Normal (<10%),Below Normal
59.0,Deep,Below Normal (<10%),Below Normal
38.0,Deep,Above Normal (>20%),Above Normal
54.0,Deep,Above Normal (>20%),Above Normal
69.0,Deep,Above Normal (>20%),Above Normal
53.0,Deep,Above Normal (>20%),Above Normal
42.0,Deep,Normal (10–20%),Normal
48.0,Deep,Above Normal (>20%),Above Normal
34.0,Deep,Normal (10–20%),Normal
62.0,Deep,Above Normal (>20%),Above Normal
62.0,Deep,Above Normal (>20%),Above Normal
58.0,Deep,Above Normal (>20%),Above Normal
41.0,Deep,Above Normal (>20%),Above Normal
54.0,Deep,Normal (10–20%),Normal
30.0,Deep,Above Normal (>20%),Above Normal
43.0,Deep,Normal (10–20%),Normal
30.0,Deep,Above Normal (>20%),Above Normal
80.0,Deep,Normal (10–20%),Normal
80.0,Deep,Normal (10–20%),Normal
43.0,Deep,Normal (10–20%),Normal
43.0,Deep,Normal (10–20%),Normal
48.0,Deep,Normal (10–20%),Normal
73.0,Deep,Normal (10–20%),Normal
57.0,Deep,Normal (10–20%),Normal
43.0,Deep,Normal (10–20%),Normal
48.0,Deep,Above Normal (>20%),Above Normal
77.0,Deep,Normal (10–20%),Normal
77.0,Deep,Normal (10–20%),Normal
77.0,Deep,Normal (10–20%),Normal
77.0,Deep,Normal (10–20%),Normal
41.0,Deep,Normal (10–20%),Normal
41.0,Deep,Normal (10–20%),Normal
41.0,Deep,Normal (10–20%),Normal
38.0,Deep,Above Normal (>20%),Above Normal
80.0,Deep,Below Normal (<10%),Below Normal
80.0,Deep,Below Normal (<10%),Below Normal
80.0,Deep,Below Normal (<10%),Below Normal
41.0,Deep,Above Normal (>20%),Above Normal
43.0,Deep,Below Normal (<10%),Below Normal
70.0,Deep,Below Normal (<10%),Below Normal
70.0,Deep,Below Normal (<10%),Below Normal
54.0,Deep,Normal (10–20%),Normal
76.0,Deep,Above Normal (>20%),Above Normal
56.0,Deep,Normal (10–20%),Normal
73.0,Deep,Normal (10–20%),Normal
49.0,Deep,Above Normal (>20%),Above Normal
81.0,Deep,Normal (10–20%),Normal
81.0,Deep,Normal (10–20%),Normal
